Participant_ID,Demographics_age,Demographics_class,Demographics_enroll,Demographics_college,Demographics_sex,Demographics_gender,Demographics_sexual,Demographics_ethnic,Demographics_polit,Demographics_policli,Demographics_lean,Demographics_relig,Demographics_rlgsty,Demographics_lang,Demographics_commute,Demographics_work,PWS_1,PWS_2,PWS_3,PWS_4,PWS_5,PWS_6,PWS_7,PWS_8,PWS_9,PWS_10,PWS_11,PWS_12,PWS_13,PWS_14,PWS_15,PWS_16,PWS_17,PWS_18,PWS_19,PWS_20,PWS_21,PWS_22,PWS_23,PWS_24,PWS_25,PWS_26,PWS_27,PWS_28,PWS_29,PWS_30,PWS_31,PWS_32,PWS_33,PWS_34,PWS_35,PWS_36,Psychological Wellness,Physical Wellness,Emotional Wellness,Spiritual Wellness,Social Wellness,Intellectual Wellness,PWB_1,PWB_2,PWB_3,PWB_4,PWB_5,PWB_6,PWB_7,PWB_8,PWB_9,PWB_10,PWB_11,PWB_12,PWB_13,PWB_14,PWB_15,PWB_16,PWB_17,PWB_18,Autonomy,Environmental Mastery,Personal Growth,Positive Relationships,Purpose in Life,Self-Acceptance,CD_RISC_1,CD_RISC_10,CD_RISC_11,CD_RISC_12,CD_RISC_13,CD_RISC_14,CD_RISC_15,CD_RISC_16,CD_RISC_17,CD_RISC_18,CD_RISC_19,CD_RISC_2,CD_RISC_20,CD_RISC_21,CD_RISC_22,CD_RISC_23,CD_RISC_24,CD_RISC_25,CD_RISC_3,CD_RISC_4,CD_RISC_5,CD_RISC_6,CD_RISC_7,CD_RISC_8,CD_RISC_9,Resilience,PERMAB1_1,PERMAB1_2,PERMAB1_3,PERMAB1_4,PERMAB1_5,PERMAB2_1,PERMAB3_1,PERMAB3_2,PERMAB3_3,PERMAB3_4,PERMAB3_5,PERMAB4_1,PERMAB5_1,PERMAB5_2,PERMAB5_3,PERMAB5_4,PERMAB5_5,PERMAB6_1,PERMAB7_1,PERMAB7_2,PERMAB7_3,PERMAB7_4,PERMAB8_1,Positive Emotion,Engagement,Relationships,Meaning,Accomplishment,Negative Emotion,PERMA Loneliness,Happiness (1 item),Health,Overall Well-Being,UCLA_1,UCLA_2,UCLA_3,UCLA_4,UCLA_5,UCLA_6,UCLA_7,UCLA_8,UCLA_9,UCLA_10,UCLA_11,UCLA_12,UCLA_13,UCLA_14,UCLA_15,UCLA_16,UCLA_17,UCLA_18,UCLA_19,UCLA_20,Loneliness,PSS_1,PSS_2,PSS_3,PSS_4,PSS_6,Screen_total,Screen_work,Screen_leisure,Screen_reduction,Screen_active,Screen_passive,PWS_1,PWS_2,PWS_3,PWS_4,PWS_5,PWS_6,PWS_7,PWS_8,PWS_9,PWS_10,PWS_11,PWS_12,PWS_13,PWS_14,PWS_15,PWS_16,PWS_17,PWS_18,PWS_19,PWS_20,PWS_21,PWS_22,PWS_23,PWS_24,PWS_25,PWS_26,PWS_27,PWS_28,PWS_29,PWS_30,PWS_31,PWS_32,PWS_33,PWS_34,PWS_35,PWS_36,Psychological Wellness,Physical Wellness,Emotional Wellness,Spiritual Wellness,Social Wellness,Intellectual Wellness,PWB_1,PWB_2,PWB_3,PWB_4,PWB_5,PWB_6,PWB_7,PWB_8,PWB_9,PWB_10,PWB_11,PWB_12,PWB_13,PWB_14,PWB_15,PWB_16,PWB_17,PWB_18,Autonomy,Environmental Mastery,Personal Growth,Positive Relationships,Purpose in Life,Self-Acceptance,CD_RISC_1,CD_RISC_10,CD_RISC_11,CD_RISC_12,CD_RISC_13,CD_RISC_14,CD_RISC_15,CD_RISC_16,CD_RISC_17,CD_RISC_18,CD_RISC_19,CD_RISC_2,CD_RISC_20,CD_RISC_21,CD_RISC_22,CD_RISC_23,CD_RISC_24,CD_RISC_25,CD_RISC_3,CD_RISC_4,CD_RISC_5,CD_RISC_6,CD_RISC_7,CD_RISC_8,CD_RISC_9,Resilience,PERMAB1_1,PERMAB1_2,PERMAB1_3,PERMAB1_4,PERMAB1_5,PERMAB2_1,PERMAB3_1,PERMAB3_2,PERMAB3_3,PERMAB3_4,PERMAB3_5,PERMAB4_1,PERMAB5_1,PERMAB5_2,PERMAB5_3,PERMAB5_4,PERMAB5_5,PERMAB6_1,PERMAB7_1,PERMAB7_2,PERMAB7_3,PERMAB7_4,PERMAB8_1,Positive Emotion,Engagement,Relationships,Meaning,Accomplishment,Negative Emotion,PERMA Loneliness,Happiness (1 item),Health,Overall Well-Being,UCLA_1,UCLA_2,UCLA_3,UCLA_4,UCLA_5,UCLA_6,UCLA_7,UCLA_8,UCLA_9,UCLA_10,UCLA_11,UCLA_12,UCLA_13,UCLA_14,UCLA_15,UCLA_16,UCLA_17,UCLA_18,UCLA_19,UCLA_20,Loneliness,PSS_1,PSS_2,PSS_3,PSS_4,PSS_6,Screen_total,Screen_work,Screen_leisure,Screen_reduction,Screen_active,Screen_passive,Psychological Wellness,Physical Wellness,Emotional Wellness,Spiritual Wellness,Social Wellness,Intellectual Wellness,Autonomy,Environmental Mastery,Personal Growth,Positive Relationships,Purpose in Life,Self-Acceptance,Resilience,Positive Emotion,Engagement,Relationships,Meaning,Accomplishment,Negative Emotion,PERMA Loneliness,Happiness (1 item),Health,Overall Well-Being
35,20,3,2,3,1,"2,5",10,1,2,,1,"3,6",2,English,2,3,2,2,2,5,3,5,2,5,5,3,3,3,5,3,5,5,2,2,7,3,6,5,5,5,6,3,3,4,1,6,3,5,5,2,3,1,4.166666667,4,3.5,2.833333333,4.333333333,3.666666667,6,6,7,7,7,2,7,1,7,7,6,5,7,7,3,7,6,6,5,5,6,5.333333333,7,6.333333333,4,5,4,3,5,5,5,4,3,2,5,5,3,5,1,4,5,1,5,5,1,2,5,5,5,97,11,7,10,2,7,9,11,9,10,9,1,10,10,4,10,2,4,11,11,11,5,8,10,9.333333333,6.666666667,8.333333333,10.66666667,9.333333333,2.666666667,1,10,10,8.9375,3,3,1,3,3,4,1,1,3,4,2,3,4,3,3,2,3,3,4,3,56,11:00 PM,5 minutes,4:30 AM,5 hours,2,5,5,1,1,,,2,2,3,6,3,2,5,5,5,4,1,2,7,2,4,5,1,1,3,2,6,6,3,2,4,2,3,3,1,6,2,2,6,2,3,1,3.833333333,4.333333333,2.5,2,4.5,2.333333333,3,5,4,2,3,3,5,3,3,7,3,6,2,2,2,6,5,5,4,2.666666667,3.666666667,3.666666667,5.333333333,3.666666667,2,2,4,1,4,1,2,2,2,4,2,5,4,2,2,2,2,2,1,2,4,4,1,3,2,62,7,5,4,11,5,9,4,8,7,4,7,8,4,7,6,9,3,8,7,8,6,5,6,4.333333333,4,7,6.333333333,6,9,7,6,8.333333333,5.5625,3,4,3,4,4,3,3,4,2,3,3,3,3,4,2,2,3,4,3,3,63,0.9305555556,25,0.3125,10,2,5,2,4,5,3,4,-0.3333333333,0.3333333333,-1,-0.8333333333,0.1666666667,-1.333333333,-1,-2.333333333,-2.333333333,-1.666666667,-1.666666667,-2.666666667,-35,-5,-2.666666667,-1.333333333,-4.333333333,-3.333333333,6.333333333,6,-4,-1.666666667,-3.375
36,21,4,2,3,2,3,11,6,5,,5,7,3,English,5,1,7,7,7,3,7,7,7,7,1,6,7,7,1,7,7,6,4,6,7,7,5,7,7,5,5,7,4,6,1,5,7,2,4,7,7,4,5.666666667,5.833333333,6.166666667,5.5,4.666666667,5.666666667,5,5,6,3,6,6,6,6,5,7,7,7,7,7,3,7,5,6,4.666666667,4.666666667,7,6.666666667,6.333333333,5.333333333,3,5,4,5,4,3,4,4,4,2,4,5,1,4,3,4,4,4,2,4,4,2,4,3,2,88,7,9,9,5,8,10,9,10,9,9,3,9,9,1,8,4,9,10,9,7,11,7,9,8.333333333,9,10,8.333333333,7.666666667,3.333333333,3,9,9.666666667,8.6875,4,1,1,1,4,4,1,1,4,4,3,1,2,2,4,4,1,2,4,4,52,11:00 PM,15,8:00 AM,6,2,5,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,20,4,"2,4",3,2,3,9,1,1,,5,1,2,English,2,3,6,3,6,5,6,6,5,5,5,5,6,5,2,5,6,5,3,6,6,3,6,5,6,5,5,4,2,3,6,6,6,3,6,3,6,6,5,4.333333333,3.833333333,5.5,5.166666667,5.666666667,5,6,4,5,3,6,5,4,6,7,7,7,6,4,6,2,7,6,6.333333333,5,6,4.666666667,5.333333333,4.666666667,3,4,4,4,3,1,1,4,3,2,4,5,2,3,2,4,3,4,3,2,4,4,3,2,5,79,4,7,8,4,7,8,7,8,3,9,8,6,6,8,10,6,11,6,9,8,9,7,7,7,9,8.666666667,6,7,6,8,7,6.666666667,7.5,3,2,1,3,3,4,1,1,1,3,2,1,4,2,3,2,4,2,4,4,50,12:30 AM,15-May,7:30 AM,8-Jun,3,5,3,3,5,,,6,3,6,6,5,6,5,5,6,5,6,5,3,6,5,5,3,5,5,5,6,5,5,3,3,5,3,6,5,6,5,3,6,3,6,5,4.5,5,4.5,5,5.333333333,5,6,7,7,5,6,3,6,6,6,7,6,7,6,6,3,6,5,6,4.666666667,5.666666667,6.333333333,5,6.666666667,6.333333333,4,4,5,4,3,4,5,2,4,4,4,5,2,4,4,4,4,4,5,4,5,5,4,4,5,102,8,9,8,9,9,8,10,7,9,9,5,7,8,3,8,5,10,7,7,10,7,7,8,7.666666667,9.333333333,7,9.666666667,8.333333333,5.666666667,5,8,7.333333333,8.375,4,3,3,2,3,3,3,2,4,3,3,3,3,3,3,3,3,4,3,4,62,10:45pm,30,0.28125,5,3,4,3,2,4,3,4,-0.5,0.6666666667,0.6666666667,-0.5,0.1666666667,-0.6666666667,-1.666666667,0.6666666667,0.3333333333,0.3333333333,1.333333333,1.666666667,23,0.6666666667,0.3333333333,-1.666666667,3.666666667,1.333333333,-0.3333333333,-3,1,0.6666666667,0.875
38,20,4,2,3,2,3,9,1,3,,5,1,5,English,1,2,7,6,6,6,7,2,6,7,7,6,7,6,2,7,6,6,3,6,6,7,7,5,7,5,6,5,5,6,5,4,3,6,7,4,6,6,5,5.5,6.333333333,5.833333333,6.333333333,4.833333333,5,6,4,5,6,6,6,5,5,3,7,6,5,6,3,5,5,5,4.333333333,5,6.333333333,5.333333333,4.333333333,5.666666667,4,4,4,4,4,3,2,4,4,2,4,5,2,4,3,3,4,4,3,4,4,4,4,4,4,91,11,10,9,8,8,8,9,9,9,10,2,8,9,3,9,3,7,8,10,9,10,6,9,8,9,9.666666667,9,9.333333333,4.666666667,2,9,8,9,4,2,2,1,4,4,3,2,3,3,2,2,3,2,4,3,3,1,4,4,56,12:00 AM,5-10 Minutes ,7:15 AM,7 Hours,2,4,2,2,4,,,6,3,6,3,7,4,6,7,7,6,7,4,3,7,6,6,2,6,7,7,7,5,6,6,6,6,3,4,6,4,4,6,6,3,6,4,5.333333333,4.5,6,5.666666667,5.833333333,4.666666667,7,6,5,7,7,6,2,6,7,7,7,7,6,4,5,6,6,4,5,6.666666667,6,6,4.666666667,6.666666667,5,4,5,4,5,4,4,5,5,3,4,5,2,5,4,4,4,4,5,5,5,3,4,5,4,107,9,6,9,3,9,10,9,11,11,7,1,8,8,2,11,2,8,10,11,9,10,10,9,9,7,10.66666667,9.666666667,9.666666667,2.333333333,1,9,9.333333333,9.1875,3,2,1,1,3,4,2,2,3,4,2,3,1,2,4,3,2,2,4,4,52,11:15PM,20,7:00AM,7,2,4,4,1,4,4,3,0.3333333333,-1,-0.3333333333,-0.1666666667,-0.5,-0.1666666667,0.6666666667,1.666666667,-0.3333333333,0.6666666667,0.3333333333,1,16,1,-2,1,0.6666666667,0.3333333333,-2.333333333,-1,0,1.333333333,0.1875
39,21,4,2,3,2,3,9,1,2,,2,1,2,English,1,3,6,6,6,7,6,5,6,5,5,5,7,7,2,7,7,3,6,5,6,5,7,4,6,5,6,7,6,4,7,6,6,5,6,5,5,7,5.333333333,4.666666667,5.833333333,6.166666667,6.166666667,5.833333333,6,6,7,6,7,7,6,5,5,7,7,6,6,5,4,7,7,6,5.666666667,5.333333333,6,6.666666667,6.666666667,6.333333333,5,4,4,3,3,3,4,1,3,1,4,5,2,5,2,4,5,5,3,4,2,4,5,5,4,90,8,11,7,10,10,9,9,9,7,9,3,5,5,2,8,6,11,6,11,10,11,6,7,6,10.33333333,10.33333333,8.666666667,8.666666667,6,3,7,6.666666667,8.6875,3,2,1,2,4,3,1,3,3,3,2,2,3,1,3,3,4,2,4,4,53,11:20 PM,20 minutes,6:00 AM,5 hours,3,4,2,3,4,,,7,5,6,6,6,5,6,6,7,5,7,6,2,7,7,5,6,4,6,6,6,5,7,4,6,6,6,3,6,6,6,5,7,4,5,5,5.5,4.666666667,5.833333333,6.166666667,6.5,5,6,6,6,7,3,6,5,6,7,7,7,7,6,7,3,7,6,5,4.666666667,6.666666667,7,6.333333333,6,5,5,4,5,4,4,4,4,4,5,4,5,5,3,4,4,3,4,4,4,4,4,4,5,4,5,105,8,9,9,3,9,8,8,9,8,10,3,8,10,3,11,3,9,7,9,8,9,9,9,9.333333333,9.333333333,9,8,9.333333333,3,3,9,7.666666667,9,4,2,1,2,4,4,1,2,4,4,2,2,2,2,3,4,3,2,4,4,56,11:00PM,10,7:30AM,8,2,3,2,2,4,4,3,0.1666666667,0,0,0,0.3333333333,-0.8333333333,-1,1.333333333,1,-0.3333333333,-0.6666666667,-1.333333333,15,3.333333333,-1,-1.333333333,-0.6666666667,0.6666666667,-3,0,2,1,0.3125
40,21,4,2,3,1,"1,6",9,1,3,,1,6,1,Dutch,5,2,5,3,3,3,6,7,4,6,3,6,6,6,2,3,6,4,3,7,5,5,4,5,5,6,4,5,2,4,3,6,5,6,6,6,5,5,4.166666667,4.666666667,4.666666667,4.666666667,4,6.166666667,5,5,7,5,6,6,7,6,5,6,5,7,7,6,5,7,5,5,5,5.333333333,6,6.666666667,6.666666667,5.333333333,4,3,4,4,4,3,4,1,3,2,3,5,3,5,3,4,4,4,4,3,3,3,4,3,4,87,10,7,7,11,7,6,11,11,7,10,7,4,4,7,9,6,11,4,10,11,8,6,5,5.666666667,9.333333333,9.666666667,9.666666667,8.666666667,8,7,5,4.666666667,8.375,3,3,2,2,3,3,1,2,4,3,2,2,1,1,1,4,2,3,4,4,50,12am,45min,7am,5hrs,3,4,5,3,3,,,5,5,3,6,6,7,6,6,3,6,6,6,1,4,6,5,6,7,4,5,4,6,6,6,6,6,3,6,5,7,6,7,6,6,6,6,4.666666667,5.833333333,5.5,5.833333333,4.166666667,6.5,6,6,6,4,6,5,3,6,6,5,6,6,7,6,5,4,7,6,6,5.333333333,6,5.333333333,4.666666667,6,4,4,4,3,4,5,4,3,4,5,4,4,4,4,4,4,4,4,1,4,4,4,4,5,3,97,7,8,8,3,8,8,9,8,9,8,6,8,7,4,7,3,6,8,7,8,8,8,8,7.666666667,7.333333333,7.666666667,8.666666667,7.333333333,3.333333333,6,8,8,7.75,3,3,2,2,3,3,1,2,4,3,3,2,2,2,3,3,2,2,3,3,51,0.5,10,0.3194444444,7,2,4,3,2,5,2,4,0.5,1.166666667,0.8333333333,1.166666667,0.1666666667,0.3333333333,1,0,0,-1.333333333,-2,0.6666666667,10,2,-2,-2,-1,-1.333333333,-4.666666667,-1,3,3.333333333,-0.625
41,20,4,2,3,1,2,9,3,2,,2,1,2,Spanish,1,1,7,3,5,7,7,6,7,7,7,5,7,2,1,7,6,6,3,6,5,7,6,7,7,6,6,4,6,6,7,6,7,6,5,7,6,6,5.5,6.333333333,5.666666667,6.166666667,5.833333333,5.333333333,1,1,5,3,3,3,2,2,3,1,5,5,2,2,2,5,5,3,3.333333333,2.666666667,4,3.333333333,2.666666667,1.666666667,4,2,2,2,2,2,4,2,2,4,2,3,4,2,2,4,4,4,2,2,3,2,2,2,1,65,8,9,4,11,2,8,5,10,3,7,8,8,4,7,8,9,8,9,10,5,5,2,2,3.333333333,8,8.333333333,4.333333333,6,9,8,2,8.333333333,5.75,2,3,4,4,3,2,4,3,1,2,2,3,4,3,4,1,3,3,3,3,57,12:00 AM,30,8:00 AM,8,2,4,3,2,4,,,7,7,5,7,7,5,7,7,7,6,7,7,1,7,7,6,4,5,6,7,7,6,7,5,6,6,7,6,7,7,7,7,7,7,6,7,5.666666667,6.333333333,6.833333333,6.333333333,6.666666667,6,7,7,7,7,7,7,6,6,7,7,7,7,5,7,4,7,6,6,5.333333333,6.666666667,7,6.333333333,6.666666667,7,5,5,5,5,5,4,5,5,5,3,1,5,2,5,4,5,5,5,4,5,5,5,5,5,3,111,11,9,11,2,11,10,10,9,11,11,1,9,11,1,11,1,8,10,11,11,11,11,11,11,9.333333333,10.33333333,10.66666667,11,1.333333333,1,11,9.666666667,10.5,4,1,1,1,4,4,1,1,4,4,1,1,1,1,4,4,2,1,4,4,48,0,10,0.2916666667,7,2,4,4,2,2,4,4,0.1666666667,0,1.166666667,0.1666666667,0.8333333333,0.6666666667,2,4,3,3,4,5.333333333,46,7.666666667,1.333333333,2,6.333333333,5,-7.666666667,-7,9,1.333333333,4.75
42,21,4,"2,5",3,2,3,9,4,2,,2,1,4,Telugu,1,2,5,3,6,3,7,5,5,5,5,6,7,6,2,6,7,5,6,6,5,6,6,6,5,5,5,3,3,5,5,5,6,5,7,6,5,5,4.666666667,5.166666667,4.666666667,5.833333333,5.666666667,5.333333333,6,6,7,7,6,3,7,5,7,7,7,7,5,7,7,4,6,7,6.666666667,6.333333333,7,4,7,6,5,4,3,5,5,4,4,5,5,4,5,5,1,5,4,4,5,4,5,5,1,4,5,5,1,103,10,10,9,3,10,9,11,10,11,10,2,5,9,5,10,3,11,11,10,11,6,10,10,9.333333333,10.33333333,8.666666667,11,10,3.666666667,2,10,8.333333333,9.875,3,3,1,1,3,3,1,3,4,3,2,2,1,1,4,4,2,2,4,4,51,11:00 PM,20 minutes,7:30 AM,6,3,3,3,1,1,,,6,3,5,3,7,6,6,6,6,6,7,5,2,6,7,6,6,6,7,5,7,5,6,7,6,5,6,7,6,6,7,5,6,3,6,7,5.666666667,5,5,6.333333333,6.166666667,6.166666667,6,7,5,6,5,6,6,6,7,7,6,7,7,6,3,6,4,3,3.333333333,6.333333333,6.333333333,6.333333333,6,6,4,4,5,4,4,4,4,4,5,3,4,5,3,4,4,3,4,4,5,5,4,5,4,4,5,104,9,9,10,7,8,9,9,8,11,9,4,9,10,3,8,4,10,9,9,8,9,9,10,9.666666667,9.333333333,8.666666667,9.333333333,8.333333333,4.666666667,4,10,9,9.125,4,2,2,2,4,4,2,2,4,4,2,1,2,2,4,4,2,2,4,4,57,0.9375,5,0.3020833333,9,1,4,3,2,4,3,3,1,-0.1666666667,0.3333333333,0.5,0.5,0.8333333333,-3.333333333,0,-0.6666666667,2.333333333,-1,0,1,0.3333333333,-1,0,-1.666666667,-1.666666667,1,2,0,0.6666666667,-0.75
43,22,4,3,"1,3",2,3,9,1,2,,2,1,3,English,4,2,6,4,7,6,6,6,6,6,7,6,7,6,2,7,7,6,4,6,7,6,7,6,7,6,6,5,3,6,7,6,6,5,7,6,6,7,5.5,6,5.5,6.166666667,6.333333333,6.166666667,5,6,5,3,6,2,3,5,6,5,6,6,7,6,3,4,7,6,5.333333333,4.666666667,6,4.333333333,4.333333333,5.666666667,4,3,4,3,5,4,4,3,4,5,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3,94,7,8,7,7,8,7,8,7,8,8,8,6,8,4,8,6,5,5,8,8,6,7,8,7.333333333,7,7,8,7.666666667,5.666666667,8,8,6,7.4375,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,3,4,2,3,3,59,12:00 AM,15,7:30 AM,7,3,4,3,2,4,,,7,6,6,6,7,6,6,6,7,6,7,6,2,7,7,6,4,6,6,6,7,7,6,6,6,6,6,7,7,6,6,6,7,6,7,7,5.5,6.333333333,6.166666667,6.333333333,6.666666667,6.166666667,7,7,6,7,7,6,2,6,7,7,7,7,7,7,4,7,6,6,5.333333333,6.666666667,7,6.666666667,5,7,5,5,5,4,4,4,4,4,5,2,5,5,3,4,4,4,5,4,5,5,4,5,4,5,5,109,10,10,10,5,10,10,10,11,11,11,2,9,11,2,10,3,9,9,11,11,11,10,11,10.33333333,10,11,10.66666667,10,3.333333333,2,11,9.333333333,10.4375,4,1,2,1,4,4,1,1,4,4,2,1,1,1,4,4,1,1,4,4,49,0,5,0.3055555556,7.5 hours,1,3,2,1,3,2,3,0,0.3333333333,0.6666666667,0.1666666667,0.3333333333,0,0,2,1,2.333333333,0.6666666667,1.333333333,15,3,3,4,2.666666667,2.333333333,-2.333333333,-6,3,3.333333333,3
44,21,4,2,3,2,3,9,2,2,,8,1,5,English,5,2,5,3,7,6,7,7,6,5,5,7,7,6,1,6,7,1,3,1,2,3,3,6,7,2,6,2,1,2,3,7,5,5,5,7,7,3,4.166666667,4.833333333,4,5.666666667,4.666666667,4.333333333,5,6,2,6,4,6,6,6,6,7,6,6,5,7,3,6,5,6,4.666666667,6,6.333333333,5.666666667,5,5,4,5,5,5,5,5,5,5,5,2,2,5,2,3,4,4,5,5,5,5,5,4,4,5,5,109,9,11,9,6,10,10,8,9,9,9,2,8,9,4,9,3,7,8,9,9,7,9,9,9,9,8.333333333,8.666666667,9.333333333,4.333333333,2,9,8.666666667,8.875,4,2,2,1,4,3,2,2,4,4,3,2,2,1,4,3,3,2,4,4,56,11:45 PM,15,8:00 AM,7,2,5,4,3,5,,,7,7,6,7,7,7,7,5,3,7,7,7,1,5,7,5,3,5,2,7,5,6,7,1,7,2,7,2,6,7,7,5,6,6,7,7,5.166666667,5.5,5.166666667,6.166666667,5.666666667,5.666666667,6,6,7,3,7,3,7,6,6,7,7,7,7,7,7,6,7,7,7,5,7,5.333333333,7,6.333333333,3,5,5,5,5,4,5,1,5,3,2,5,2,5,2,5,5,4,5,4,5,5,4,5,5,104,5,9,8,5,10,8,11,8,8,8,4,8,8,2,9,6,10,7,8,11,8,5,7,7,9,8,10,8,4.333333333,4,7,7.666666667,8.3125,3,2,3,2,3,3,2,3,3,3,2,1,2,2,4,4,3,3,4,4,56,0.9583333333,30,0.2708333333,6.5,2,4,4,2,1,2,4,1,0.6666666667,1.166666667,0.5,1,1.333333333,2.333333333,-1,0.6666666667,-0.3333333333,2,1.333333333,-5,-2,0,-0.3333333333,1.333333333,-1.333333333,0,2,-2,-1,-0.5625
45,19,3,"2,4",3,1,2,9,4,1,,6,2,5,urdu,5,2,6,3,6,6,7,4,5,6,3,3,6,5,3,7,6,5,7,5,5,3,6,6,6,6,3,7,2,5,3,2,6,6,6,5,6,6,4.666666667,5,5.333333333,5.833333333,4.833333333,4.666666667,6,6,3,5,7,6,7,5,6,6,6,6,6,7,3,6,5,7,5,5.333333333,6.333333333,6,5.333333333,6.333333333,4,4,4,4,3,4,4,2,2,2,4,4,3,4,4,4,4,5,4,4,5,2,4,4,4,92,9,9,8,10,9,8,8,5,8,7,6,9,9,6,8,5,7,8,9,8,9,8,8,8.333333333,7.666666667,7.666666667,8,8.666666667,7,6,8,8.333333333,8.0625,3,3,3,3,3,4,2,2,3,4,2,1,3,3,3,3,3,3,4,4,59,10:30PM,60 minutes,7:30AM,7 hours,2,3,3,2,2,,,5,2,7,5,7,4,6,6,5,4,7,4,2,7,7,5,6,6,5,3,7,6,6,6,3,6,3,6,6,4,6,7,5,6,7,6,4.5,5.333333333,5.166666667,6.5,5.666666667,5,7,7,6,5,6,6,6,6,6,7,7,7,5,7,3,6,6,6,5,5.666666667,7,5.666666667,6.333333333,6.666666667,4,4,4,4,5,4,5,4,5,2,4,5,2,5,4,3,4,4,5,4,4,3,4,4,5,101,8,9,8,7,7,9,11,10,10,8,2,8,8,6,10,4,10,8,11,11,11,10,8,8.666666667,9,10.66666667,10.66666667,8.333333333,5.666666667,2,8,8.333333333,9.375,4,2,4,1,3,4,2,2,3,4,3,2,2,2,4,4,3,2,4,4,59,0,45787,7:00AM,45846,2,5,3,2,4,4,4,-0.1666666667,0.3333333333,-0.1666666667,0.6666666667,0.8333333333,0.3333333333,0,0.3333333333,0.6666666667,-0.3333333333,1,0.3333333333,9,0.3333333333,1.333333333,3,2.666666667,-0.3333333333,-1.333333333,-4,0,0,1.3125
46,21,4,2,3,2,3,9,4,2,,2,6,1,English,5,3,6,2,7,6,6,5,6,6,7,5,7,6,1,7,7,5,2,6,7,5,7,6,6,3,5,6,7,6,6,6,4,5,7,2,4,6,4.833333333,5,5.166666667,5.166666667,7,5.333333333,7,6,6,5,3,2,7,6,6,7,6,7,5,6,7,6,6,6,6.333333333,5.666666667,6.333333333,4.333333333,6.666666667,5.333333333,4,4,3,3,3,4,5,3,4,4,4,5,2,4,3,3,4,4,4,4,4,4,4,3,5,94,7,9,8,9,6,8,8,8,8,9,4,6,8,6,9,4,9,8,7,11,8,7,8,7.666666667,9,7.666666667,9,7.333333333,6.333333333,4,8,7.333333333,8.125,3,2,2,2,4,4,2,2,3,3,2,2,3,3,3,2,3,2,3,3,53,12:00 AM,5 minutes,7:00 AM,5 Hours,2,5,2,3,3,,,6,6,7,7,7,7,7,6,7,6,7,7,1,7,7,6,7,7,7,2,7,6,6,6,6,6,6,7,6,7,7,6,7,6,7,6,5.666666667,6.333333333,5.5,6.666666667,6.833333333,6.666666667,7,7,6,6,6,7,2,6,7,7,7,7,7,7,3,7,7,4,4.666666667,6.333333333,7,7,5,6.666666667,4,5,5,5,5,4,5,4,5,2,2,5,2,5,3,4,4,4,3,5,5,5,5,5,5,106,9,9,10,10,10,9,10,11,11,9,2,10,10,3,11,4,11,9,11,10,11,11,9,10.33333333,9.666666667,11,10.33333333,10,5.666666667,2,9,9.333333333,10.1875,4,1,1,2,4,4,1,1,3,4,1,1,1,2,4,4,4,1,4,4,51,0.9166666667,5,0.3333333333,9,1,3,2,2,2,4,3,0.8333333333,1.333333333,0.3333333333,1.5,-0.1666666667,1.333333333,-1.666666667,0.6666666667,0.6666666667,2.666666667,-1.666666667,1.333333333,12,2.666666667,0.6666666667,3.333333333,1.333333333,2.666666667,-0.6666666667,-2,1,2,2.0625
